Komentar,cleaning,Case_Folding,Tokennisasi,Normalisasi,Stopwords,Steaming,text_clean
Makin kesini mentri pen*i*ikan kon malah makin gx kekontrol udh serasa jd budaya ini perundungan di sekolah pedesaan dan bahkan elit sekelas al azhar jd bayar biaya sekolah mahal2 gx ngejamin yah anak kita aman dr kekerasan semacam nih😢,Makin kesini mentri pen ikan kon malah makin gx kekontrol udh serasa jd budaya ini perundungan di sekolah pedesaan dan bahkan elit sekelas al azhar jd bayar biaya sekolah mahal gx ngejamin yah anak kita aman dr kekerasan semacam nih,makin kesini mentri pen ikan kon malah makin gx kekontrol udh serasa jd budaya ini perundungan di sekolah pedesaan dan bahkan elit sekelas al azhar jd bayar biaya sekolah mahal gx ngejamin yah anak kita aman dr kekerasan semacam nih,"['makin', 'kesini', 'mentri', 'pen', 'ikan', 'kon', 'malah', 'makin', 'gx', 'kekontrol', 'udh', 'serasa', 'jd', 'budaya', 'ini', 'perundungan', 'di', 'sekolah', 'pedesaan', 'dan', 'bahkan', 'elit', 'sekelas', 'al', 'azhar', 'jd', 'bayar', 'biaya', 'sekolah', 'mahal', 'gx', 'ngejamin', 'yah', 'anak', 'kita', 'aman', 'dr', 'kekerasan', 'semacam', 'nih']","['makin', 'kesini', 'mentri', 'pen', 'ikan', 'kon', 'malah', 'makin', 'gx', 'kekontrol', 'udah', 'serasa', 'jadi', 'budaya', 'ini', 'perundungan', 'di', 'sekolah', 'pedesaan', 'dan', 'bahkan', 'elit', 'sekelas', 'al', 'azhar', 'jadi', 'bayar', 'biaya', 'sekolah', 'mahal', 'gx', 'ngejamin', 'yah', 'anak', 'kita', 'aman', 'dari', 'kekerasan', 'semacam', 'ini']","['kesini', 'mentri', 'pen', 'ikan', 'kon', 'gx', 'kekontrol', 'udah', 'serasa', 'budaya', 'perundungan', 'sekolah', 'pedesaan', 'elit', 'sekelas', 'al', 'azhar', 'bayar', 'biaya', 'sekolah', 'mahal', 'gx', 'ngejamin', 'yah', 'anak', 'aman', 'kekerasan']","['kesini', 'tri', 'pen', 'ikan', 'kon', 'gx', 'kontrol', 'udah', 'serasa', 'budaya', 'rundung', 'sekolah', 'desa', 'elit', 'kelas', 'al', 'azhar', 'bayar', 'biaya', 'sekolah', 'mahal', 'gx', 'ngejamin', 'yah', 'anak', 'aman', 'keras']",kesini tri pen ikan kon gx kontrol udah serasa budaya rundung sekolah desa elit kelas al azhar bayar biaya sekolah mahal gx ngejamin yah anak aman keras
Sekolah pantek,Sekolah pantek,sekolah pantek,"['sekolah', 'pantek']","['sekolah', 'pantek']","['sekolah', 'pantek']","['sekolah', 'pantek']",sekolah pantek
"Ortu pelaku banyak duit pasti, kocak emang. Blm tau kali lawannya pengacara,  harus dapet sangsi sosial kepsek dan guru yg mendampingi pelaku biar kapok.",Ortu pelaku banyak duit pasti kocak emang Blm tau kali lawannya pengacara harus dapet sangsi sosial kepsek dan guru yg mendampingi pelaku biar kapok,ortu pelaku banyak duit pasti kocak emang blm tau kali lawannya pengacara harus dapet sangsi sosial kepsek dan guru yg mendampingi pelaku biar kapok,"['ortu', 'pelaku', 'banyak', 'duit', 'pasti', 'kocak', 'emang', 'blm', 'tau', 'kali', 'lawannya', 'pengacara', 'harus', 'dapet', 'sangsi', 'sosial', 'kepsek', 'dan', 'guru', 'yg', 'mendampingi', 'pelaku', 'biar', 'kapok']","['orang tua', 'pelaku', 'banyak', 'duit', 'pasti', 'kocak', 'emang', 'belum', 'tau', 'kali', 'lawannya', 'pengacara', 'harus', 'dapet', 'sangsi', 'sosial', 'kepsek', 'dan', 'guru', 'yang', 'mendampingi', 'pelaku', 'biar', 'kapok']","['orang tua', 'pelaku', 'duit', 'kocak', 'emang', 'tau', 'kali', 'lawannya', 'pengacara', 'dapet', 'sangsi', 'sosial', 'kepsek', 'guru', 'mendampingi', 'pelaku', 'biar', 'kapok']","['orang tua', 'laku', 'duit', 'kocak', 'emang', 'tau', 'kali', 'lawan', 'acara', 'dapet', 'sangsi', 'sosial', 'kepsek', 'guru', 'damping', 'laku', 'biar', 'kapok']",orang tua laku duit kocak emang tau kali lawan acara dapet sangsi sosial kepsek guru damping laku biar kapok
Waahhhhh...!! ADA APA INI ? BERARTI PIHAK SEKOLAH MENDUKUNG PERUNDUNGAN DONG 🔥🔥,Waahh ADA APA INI BERARTI PIHAK SEKOLAH MENDUKUNG PERUNDUNGAN DONG,waahh ada apa ini berarti pihak sekolah mendukung perundungan dong,"['waahh', 'ada', 'apa', 'ini', 'berarti', 'pihak', 'sekolah', 'mendukung', 'perundungan', 'dong']","['waahh', 'ada', 'apa', 'ini', 'berarti', 'pihak', 'sekolah', 'mendukung', 'perundungan', 'dong']","['waahh', 'sekolah', 'mendukung', 'perundungan']","['waahh', 'sekolah', 'dukung', 'rundung']",waahh sekolah dukung rundung
"Bisa dinilai sendiri model kurikulum belajar merdeka berrhasilkan mendidik anak lbh baik? Atau berhasil membentuk anak semau2ny,, ,, mau trs  dilanjutkan kurikulum seperti ini?",Bisa dinilai sendiri model kurikulum belajar merdeka berrhasilkan mendidik anak lbh baik Atau berhasil membentuk anak semauny mau trs dilanjutkan kurikulum seperti ini,bisa dinilai sendiri model kurikulum belajar merdeka berrhasilkan mendidik anak lbh baik atau berhasil membentuk anak semauny mau trs dilanjutkan kurikulum seperti ini,"['bisa', 'dinilai', 'sendiri', 'model', 'kurikulum', 'belajar', 'merdeka', 'berrhasilkan', 'mendidik', 'anak', 'lbh', 'baik', 'atau', 'berhasil', 'membentuk', 'anak', 'semauny', 'mau', 'trs', 'dilanjutkan', 'kurikulum', 'seperti', 'ini']","['bisa', 'dinilai', 'sendiri', 'model', 'kurikulum', 'belajar', 'merdeka', 'berrhasilkan', 'mendidik', 'anak', 'lebih', 'baik', 'atau', 'berhasil', 'membentuk', 'anak', 'semauny', 'mau', 'terus', 'dilanjutkan', 'kurikulum', 'seperti', 'ini']","['dinilai', 'model', 'kurikulum', 'belajar', 'merdeka', 'berrhasilkan', 'mendidik', 'anak', 'berhasil', 'membentuk', 'anak', 'semauny', 'dilanjutkan', 'kurikulum']","['nilai', 'model', 'kurikulum', 'ajar', 'merdeka', 'berrhasilkan', 'didik', 'anak', 'hasil', 'bentuk', 'anak', 'semauny', 'lanjut', 'kurikulum']",nilai model kurikulum ajar merdeka berrhasilkan didik anak hasil bentuk anak semauny lanjut kurikulum
ajegile dya yg ngerti hukum dan berduit aje d gituin apakabar gw kang gorengan 😩😩😩,ajegile dya yg ngerti hukum dan berduit aje gituin apakabar gw kang gorengan,ajegile dya yg ngerti hukum dan berduit aje gituin apakabar gw kang gorengan,"['ajegile', 'dya', 'yg', 'ngerti', 'hukum', 'dan', 'berduit', 'aje', 'gituin', 'apakabar', 'gw', 'kang', 'gorengan']","['ajegile', 'dya', 'yang', 'ngerti', 'hukum', 'dan', 'berduit', 'aje', 'gituin', 'apakabar', 'aku', 'kang', 'gorengan']","['ajegile', 'dya', 'ngerti', 'hukum', 'berduit', 'aje', 'gituin', 'apakabar', 'kang', 'gorengan']","['ajegile', 'dya', 'ngerti', 'hukum', 'duit', 'aje', 'gituin', 'apakabar', 'kang', 'goreng']",ajegile dya ngerti hukum duit aje gituin apakabar kang goreng
Parah tuh sekolah,Parah tuh sekolah,parah tuh sekolah,"['parah', 'tuh', 'sekolah']","['parah', 'tuh', 'sekolah']","['parah', 'tuh', 'sekolah']","['parah', 'tuh', 'sekolah']",parah tuh sekolah
anak sekarang lbh banyak belajar apa pun dr HP,anak sekarang lbh banyak belajar apa pun dr HP,anak sekarang lbh banyak belajar apa pun dr hp,"['anak', 'sekarang', 'lbh', 'banyak', 'belajar', 'apa', 'pun', 'dr', 'hp']","['anak', 'sekarang', 'lebih', 'banyak', 'belajar', 'apa', 'pun', 'dari', 'hp']","['anak', 'belajar', 'hp']","['anak', 'ajar', 'hp']",anak ajar hp
"Perasaan anaknya berantem dah , kalah menang mah gmn kemampuan",Perasaan anaknya berantem dah kalah menang mah gmn kemampuan,perasaan anaknya berantem dah kalah menang mah gmn kemampuan,"['perasaan', 'anaknya', 'berantem', 'dah', 'kalah', 'menang', 'mah', 'gmn', 'kemampuan']","['perasaan', 'anaknya', 'berantem', 'udah', 'kalah', 'menang', 'mah', 'gmn', 'kemampuan']","['perasaan', 'anaknya', 'berantem', 'udah', 'kalah', 'menang', 'mah', 'gmn', 'kemampuan']","['asa', 'anak', 'antem', 'udah', 'kalah', 'menang', 'mah', 'gmn', 'mampu']",asa anak antem udah kalah menang mah gmn mampu
Wah gila sih anak pengacara terkenal aja diginiin😢,Wah gila sih anak pengacara terkenal aja diginiin,wah gila sih anak pengacara terkenal aja diginiin,"['wah', 'gila', 'sih', 'anak', 'pengacara', 'terkenal', 'aja', 'diginiin']","['wah', 'gila', 'sih', 'anak', 'pengacara', 'terkenal', 'aja', 'diginiin']","['gila', 'sih', 'anak', 'pengacara', 'terkenal', 'aja', 'diginiin']","['gila', 'sih', 'anak', 'acara', 'kenal', 'aja', 'diginiin']",gila sih anak acara kenal aja diginiin
Sikat pak😂😂,Sikat pak,sikat pak,"['sikat', 'pak']","['sikat', 'pak']",['sikat'],['sikat'],sikat
Ni orang bikin dosa apa sih di masa lalu kok anak2nya yg menderita semua,Ni orang bikin dosa apa sih di masa lalu kok anaknya yg menderita semua,ni orang bikin dosa apa sih di masa lalu kok anaknya yg menderita semua,"['ni', 'orang', 'bikin', 'dosa', 'apa', 'sih', 'di', 'masa', 'lalu', 'kok', 'anaknya', 'yg', 'menderita', 'semua']","['ni', 'orang', 'bikin', 'dosa', 'apa', 'sih', 'di', 'masa', 'lalu', 'kok', 'anaknya', 'yang', 'menderita', 'semua']","['ni', 'orang', 'bikin', 'dosa', 'sih', 'anaknya', 'menderita']","['ni', 'orang', 'bikin', 'dosa', 'sih', 'anak', 'derita']",ni orang bikin dosa sih anak derita
Jos Bang .,Jos Bang,jos bang,"['jos', 'bang']","['jos', 'bang']","['jos', 'bang']","['jos', 'bang']",jos bang
🔥🔥🔥maju pak....,maju pak,maju pak,"['maju', 'pak']","['maju', 'pak']",['maju'],['maju'],maju
Inilah karena  guru d sibukan dengan aplikasi² akhirnya perundungan meraja lela.. tag pak mentri aplikasi @nadie,Inilah karena guru sibukan dengan aplikasi akhirnya perundungan meraja lela tag pak mentri aplikasi,inilah karena guru sibukan dengan aplikasi akhirnya perundungan meraja lela tag pak mentri aplikasi,"['inilah', 'karena', 'guru', 'sibukan', 'dengan', 'aplikasi', 'akhirnya', 'perundungan', 'meraja', 'lela', 'tag', 'pak', 'mentri', 'aplikasi']","['inilah', 'karena', 'guru', 'sibukan', 'dengan', 'aplikasi', 'akhirnya', 'perundungan', 'meraja', 'lela', 'tag', 'pak', 'mentri', 'aplikasi']","['guru', 'sibukan', 'aplikasi', 'perundungan', 'meraja', 'lela', 'tag', 'mentri', 'aplikasi']","['guru', 'sibuk', 'aplikasi', 'rundung', 'raja', 'lela', 'tag', 'tri', 'aplikasi']",guru sibuk aplikasi rundung raja lela tag tri aplikasi
"Kenapa dia mengalami perundungan ? Dibuka dong penyebabnya, pasti fihak sekolah yg tahu.  Jangan anak Sunan.....",Kenapa dia mengalami perundungan Dibuka dong penyebabnya pasti fihak sekolah yg tahu Jangan anak Sunan,kenapa dia mengalami perundungan dibuka dong penyebabnya pasti fihak sekolah yg tahu jangan anak sunan,"['kenapa', 'dia', 'mengalami', 'perundungan', 'dibuka', 'dong', 'penyebabnya', 'pasti', 'fihak', 'sekolah', 'yg', 'tahu', 'jangan', 'anak', 'sunan']","['kenapa', 'dia', 'mengalami', 'perundungan', 'dibuka', 'dong', 'penyebabnya', 'pasti', 'fihak', 'sekolah', 'yang', 'tahu', 'jangan', 'anak', 'sunan']","['mengalami', 'perundungan', 'dibuka', 'penyebabnya', 'fihak', 'sekolah', 'anak', 'sunan']","['alami', 'rundung', 'buka', 'sebab', 'fihak', 'sekolah', 'anak', 'sunan']",alami rundung buka sebab fihak sekolah anak sunan
Anak nya siapa tuh knp mendampingi yg salah gw curiga 😂,Anak nya siapa tuh knp mendampingi yg salah gw curiga,anak nya siapa tuh knp mendampingi yg salah gw curiga,"['anak', 'nya', 'siapa', 'tuh', 'knp', 'mendampingi', 'yg', 'salah', 'gw', 'curiga']","['anak', 'nya', 'siapa', 'tuh', 'kenapa', 'mendampingi', 'yang', 'salah', 'aku', 'curiga']","['anak', 'nya', 'tuh', 'mendampingi', 'salah', 'curiga']","['anak', 'nya', 'tuh', 'damping', 'salah', 'curiga']",anak nya tuh damping salah curiga
Ikut latihan boxing anaknya Pak😌,Ikut latihan boxing anaknya Pak,ikut latihan boxing anaknya pak,"['ikut', 'latihan', 'boxing', 'anaknya', 'pak']","['ikut', 'latihan', 'boxing', 'anaknya', 'pak']","['latihan', 'boxing', 'anaknya']","['latih', 'boxing', 'anak']",latih boxing anak
Jadi guru itu serba salah...apa2 selalu di salahkan. Pdhl bayaran nya ngga seberapa...dana tanggung jawab nya besar krn mendidik moral. Sementara itu..artis bayaran nya banyak...pdhl tak sedikit kadang menjadi contoh buruknya moral.,Jadi guru itu serba salah apa selalu di salahkan Pdhl bayaran nya ngga seberapa dana tanggung jawab nya besar krn mendidik moral Sementara itu artis bayaran nya banyak pdhl tak sedikit kadang menjadi contoh buruknya moral,jadi guru itu serba salah apa selalu di salahkan pdhl bayaran nya ngga seberapa dana tanggung jawab nya besar krn mendidik moral sementara itu artis bayaran nya banyak pdhl tak sedikit kadang menjadi contoh buruknya moral,"['jadi', 'guru', 'itu', 'serba', 'salah', 'apa', 'selalu', 'di', 'salahkan', 'pdhl', 'bayaran', 'nya', 'ngga', 'seberapa', 'dana', 'tanggung', 'jawab', 'nya', 'besar', 'krn', 'mendidik', 'moral', 'sementara', 'itu', 'artis', 'bayaran', 'nya', 'banyak', 'pdhl', 'tak', 'sedikit', 'kadang', 'menjadi', 'contoh', 'buruknya', 'moral']","['jadi', 'guru', 'itu', 'serba', 'salah', 'apa', 'selalu', 'di', 'salahkan', 'pdhl', 'bayaran', 'nya', 'ngga', 'seberapa', 'dana', 'tanggung', 'jawab', 'nya', 'besar', 'karena', 'mendidik', 'moral', 'sementara', 'itu', 'artis', 'bayaran', 'nya', 'banyak', 'pdhl', 'tak', 'sedikit', 'kadang', 'menjadi', 'contoh', 'buruknya', 'moral']","['guru', 'serba', 'salah', 'salahkan', 'pdhl', 'bayaran', 'nya', 'ngga', 'dana', 'tanggung', 'nya', 'mendidik', 'moral', 'artis', 'bayaran', 'nya', 'pdhl', 'kadang', 'contoh', 'buruknya', 'moral']","['guru', 'serba', 'salah', 'salah', 'pdhl', 'bayar', 'nya', 'ngga', 'dana', 'tanggung', 'nya', 'didik', 'moral', 'artis', 'bayar', 'nya', 'pdhl', 'kadang', 'contoh', 'buruk', 'moral']",guru serba salah salah pdhl bayar nya ngga dana tanggung nya didik moral artis bayar nya pdhl kadang contoh buruk moral
Dekat rumah nih sekolahnya,Dekat rumah nih sekolahnya,dekat rumah nih sekolahnya,"['dekat', 'rumah', 'nih', 'sekolahnya']","['dekat', 'rumah', 'ini', 'sekolahnya']","['rumah', 'sekolahnya']","['rumah', 'sekolah']",rumah sekolah
Itu efek era reformasi 🔥🔥🔥🔥🔥,Itu efek era reformasi,itu efek era reformasi,"['itu', 'efek', 'era', 'reformasi']","['itu', 'efek', 'era', 'reformasi']","['efek', 'era', 'reformasi']","['efek', 'era', 'reformasi']",efek era reformasi
"Kok prihatin sekali, masak sih anaknya sampai seperti ini? Semoga bisa diselesaikan dgn baik dan adil ya! 😔",Kok prihatin sekali masak sih anaknya sampai seperti ini Semoga bisa diselesaikan dgn baik dan adil ya,kok prihatin sekali masak sih anaknya sampai seperti ini semoga bisa diselesaikan dgn baik dan adil ya,"['kok', 'prihatin', 'sekali', 'masak', 'sih', 'anaknya', 'sampai', 'seperti', 'ini', 'semoga', 'bisa', 'diselesaikan', 'dgn', 'baik', 'dan', 'adil', 'ya']","['kok', 'prihatin', 'sekali', 'masak', 'sih', 'anaknya', 'sampai', 'seperti', 'ini', 'semoga', 'bisa', 'diselesaikan', 'dengan', 'baik', 'dan', 'adil', 'ya']","['prihatin', 'masak', 'sih', 'anaknya', 'semoga', 'diselesaikan', 'adil', 'ya']","['prihatin', 'masak', 'sih', 'anak', 'moga', 'selesai', 'adil', 'ya']",prihatin masak sih anak moga selesai adil ya
@nadiemmakarim @nadiem.makariem,makariem,makariem,['makariem'],['makariem'],['makariem'],['makariem'],makariem
salam olah rga ke anak nya lalu minta dampingi pak jeneengan kan imbang,salam olah rga ke anak nya lalu minta dampingi pak jeneengan kan imbang,salam olah rga ke anak nya lalu minta dampingi pak jeneengan kan imbang,"['salam', 'olah', 'rga', 'ke', 'anak', 'nya', 'lalu', 'minta', 'dampingi', 'pak', 'jeneengan', 'kan', 'imbang']","['salam', 'olah', 'rga', 'ke', 'anak', 'nya', 'lalu', 'minta', 'dampingi', 'pak', 'jeneengan', 'kan', 'imbang']","['salam', 'olah', 'rga', 'anak', 'nya', 'dampingi', 'jeneengan', 'imbang']","['salam', 'olah', 'rga', 'anak', 'nya', 'damping', 'jeneengan', 'imbang']",salam olah rga anak nya damping jeneengan imbang
Ngeri,Ngeri,ngeri,['ngeri'],['ngeri'],['ngeri'],['ngeri'],ngeri
Hajar bang,Hajar bang,hajar bang,"['hajar', 'bang']","['hajar', 'bang']","['hajar', 'bang']","['hajar', 'bang']",hajar bang
Gassd pak!!! 🔥,Gassd pak,gassd pak,"['gassd', 'pak']","['gassd', 'pak']",['gassd'],['gassd'],gassd
Kelas berat pasti lawan anaknya ini anak2 org kaya dan pengusaha mgkin,Kelas berat pasti lawan anaknya ini anak org kaya dan pengusaha mgkin,kelas berat pasti lawan anaknya ini anak org kaya dan pengusaha mgkin,"['kelas', 'berat', 'pasti', 'lawan', 'anaknya', 'ini', 'anak', 'org', 'kaya', 'dan', 'pengusaha', 'mgkin']","['kelas', 'berat', 'pasti', 'lawan', 'anaknya', 'ini', 'anak', 'orang', 'kaya', 'dan', 'pengusaha', 'mgkin']","['kelas', 'berat', 'lawan', 'anaknya', 'anak', 'orang', 'kaya', 'pengusaha', 'mgkin']","['kelas', 'berat', 'lawan', 'anak', 'anak', 'orang', 'kaya', 'usaha', 'mgkin']",kelas berat lawan anak anak orang kaya usaha mgkin
Tuntut sama gurunya,Tuntut sama gurunya,tuntut sama gurunya,"['tuntut', 'sama', 'gurunya']","['tuntut', 'sama', 'gurunya']","['tuntut', 'gurunya']","['tuntut', 'guru']",tuntut guru
Senggel pak,Senggel pak,senggel pak,"['senggel', 'pak']","['senggel', 'pak']",['senggel'],['senggel'],senggel
Kemandoran,Kemandoran,kemandoran,['kemandoran'],['kemandoran'],['kemandoran'],['kemandoran'],kemandoran
"Hah kayak gimana kejadiannya, kan ngk mungkin kepsek dan wali kelas mendampingi ? Apa dan siapa yg menggoreng itu wkwkwk",Hah kayak gimana kejadiannya kan ngk mungkin kepsek dan wali kelas mendampingi Apa dan siapa yg menggoreng itu wkwkwk,hah kayak gimana kejadiannya kan ngk mungkin kepsek dan wali kelas mendampingi apa dan siapa yg menggoreng itu wkwkwk,"['hah', 'kayak', 'gimana', 'kejadiannya', 'kan', 'ngk', 'mungkin', 'kepsek', 'dan', 'wali', 'kelas', 'mendampingi', 'apa', 'dan', 'siapa', 'yg', 'menggoreng', 'itu', 'wkwkwk']","['hah', 'kayak', 'gimana', 'kejadiannya', 'kan', 'ngk', 'mungkin', 'kepsek', 'dan', 'wali', 'kelas', 'mendampingi', 'apa', 'dan', 'siapa', 'yang', 'menggoreng', 'itu', 'wkwkwk']","['hah', 'kayak', 'gimana', 'kejadiannya', 'ngk', 'kepsek', 'wali', 'kelas', 'mendampingi', 'menggoreng', 'wkwkwk']","['hah', 'kayak', 'gimana', 'jadi', 'ngk', 'kepsek', 'wali', 'kelas', 'damping', 'goreng', 'wkwkwk']",hah kayak gimana jadi ngk kepsek wali kelas damping goreng wkwkwk
Benar min ganjar di laporkan ke KPK saya liat di metro,Benar min ganjar di laporkan ke KPK saya liat di metro,benar min ganjar di laporkan ke kpk saya liat di metro,"['benar', 'min', 'ganjar', 'di', 'laporkan', 'ke', 'kpk', 'saya', 'liat', 'di', 'metro']","['benar', 'admin', 'ganjar', 'di', 'laporkan', 'ke', 'kpk', 'saya', 'liat', 'di', 'metro']","['admin', 'ganjar', 'laporkan', 'kpk', 'liat', 'metro']","['admin', 'ganjar', 'lapor', 'kpk', 'liat', 'metro']",admin ganjar lapor kpk liat metro
Mungkin kepsek dan wali kelas ga tau hukum,Mungkin kepsek dan wali kelas ga tau hukum,mungkin kepsek dan wali kelas ga tau hukum,"['mungkin', 'kepsek', 'dan', 'wali', 'kelas', 'ga', 'tau', 'hukum']","['mungkin', 'kepsek', 'dan', 'wali', 'kelas', 'enggak', 'tau', 'hukum']","['kepsek', 'wali', 'kelas', 'tau', 'hukum']","['kepsek', 'wali', 'kelas', 'tau', 'hukum']",kepsek wali kelas tau hukum
Ayo sean..kamu kudu punya nyali gede kyk bapakmu🔥,Ayo sean kamu kudu punya nyali gede kyk bapakmu,ayo sean kamu kudu punya nyali gede kyk bapakmu,"['ayo', 'sean', 'kamu', 'kudu', 'punya', 'nyali', 'gede', 'kyk', 'bapakmu']","['ayo', 'sean', 'kamu', 'kudu', 'punya', 'nyali', 'gede', 'kayak', 'bapakmu']","['ayo', 'sean', 'kudu', 'nyali', 'gede', 'kayak', 'bapakmu']","['ayo', 'sean', 'kudu', 'nyali', 'gede', 'kayak', 'bapak']",ayo sean kudu nyali gede kayak bapak
Lembaga pendidikan adalah TEMPAT PALING NYAMAN BAGI PEMBULLY..... ITU FAKTA NYA.....,Lembaga pendidikan adalah TEMPAT PALING NYAMAN BAGI PEMBULLY ITU FAKTA NYA,lembaga pendidikan adalah tempat paling nyaman bagi pembully itu fakta nya,"['lembaga', 'pendidikan', 'adalah', 'tempat', 'paling', 'nyaman', 'bagi', 'pembully', 'itu', 'fakta', 'nya']","['lembaga', 'pendidikan', 'adalah', 'tempat', 'paling', 'nyaman', 'bagi', 'pembully', 'itu', 'fakta', 'nya']","['lembaga', 'pendidikan', 'nyaman', 'pembully', 'fakta', 'nya']","['lembaga', 'didik', 'nyaman', 'pembully', 'fakta', 'nya']",lembaga didik nyaman pembully fakta nya
Wajib diusut tuntas,Wajib diusut tuntas,wajib diusut tuntas,"['wajib', 'diusut', 'tuntas']","['wajib', 'diusut', 'tuntas']","['wajib', 'diusut', 'tuntas']","['wajib', 'usut', 'tuntas']",wajib usut tuntas
Ayo jangan mau KALAH......proses terus,Ayo jangan mau KALAH proses terus,ayo jangan mau kalah proses terus,"['ayo', 'jangan', 'mau', 'kalah', 'proses', 'terus']","['ayo', 'jangan', 'mau', 'kalah', 'proses', 'terus']","['ayo', 'kalah', 'proses']","['ayo', 'kalah', 'proses']",ayo kalah proses
"bukan sekolah anak bapak ja, sekolah lain jg sama kelakuannya",bukan sekolah anak bapak ja sekolah lain jg sama kelakuannya,bukan sekolah anak bapak ja sekolah lain jg sama kelakuannya,"['bukan', 'sekolah', 'anak', 'bapak', 'ja', 'sekolah', 'lain', 'jg', 'sama', 'kelakuannya']","['bukan', 'sekolah', 'anak', 'bapak', 'ja', 'sekolah', 'lain', 'juga', 'sama', 'kelakuannya']","['sekolah', 'anak', 'ja', 'sekolah', 'kelakuannya']","['sekolah', 'anak', 'ja', 'sekolah', 'laku']",sekolah anak ja sekolah laku
Kalah duit,Kalah duit,kalah duit,"['kalah', 'duit']","['kalah', 'duit']","['kalah', 'duit']","['kalah', 'duit']",kalah duit
@sunankalijaga_sh @seansunan @smpalazhar4_,sh,sh,['sh'],['sh'],['sh'],['sh'],sh
Da byar mahal2 malah ga dijagain,Da byar mahal malah ga dijagain,da byar mahal malah ga dijagain,"['da', 'byar', 'mahal', 'malah', 'ga', 'dijagain']","['da', 'bayar', 'mahal', 'malah', 'enggak', 'dijagain']","['da', 'bayar', 'mahal', 'dijagain']","['da', 'bayar', 'mahal', 'dijagain']",da bayar mahal dijagain
