Komentar,cleaning,Case_Folding,Tokennisasi,Normalisasi,Stopwords,Steaming,text_clean
Berani gak ngeluarin nya sanksi mah gak bikin efek jera,Berani gak ngeluarin nya sanksi mah gak bikin efek jera,berani gak ngeluarin nya sanksi mah gak bikin efek jera,"['berani', 'gak', 'ngeluarin', 'nya', 'sanksi', 'mah', 'gak', 'bikin', 'efek', 'jera']","['berani', 'enggak', 'ngeluarin', 'nya', 'sanksi', 'mah', 'enggak', 'bikin', 'efek', 'jera']","['berani', 'ngeluarin', 'nya', 'sanksi', 'mah', 'bikin', 'efek', 'jera']","['berani', 'ngeluarin', 'nya', 'sanksi', 'mah', 'bikin', 'efek', 'jera']",berani ngeluarin nya sanksi mah bikin efek jera
"Keknya jaman sma dulu bnyk kasus begini, dan jd hal biasa..knp skrg jadi kasus nasional??",Keknya jaman sma dulu bnyk kasus begini dan jd hal biasa knp skrg jadi kasus nasional,keknya jaman sma dulu bnyk kasus begini dan jd hal biasa knp skrg jadi kasus nasional,"['keknya', 'jaman', 'sma', 'dulu', 'bnyk', 'kasus', 'begini', 'dan', 'jd', 'hal', 'biasa', 'knp', 'skrg', 'jadi', 'kasus', 'nasional']","['keknya', 'jaman', 'sma', 'dulu', 'bnyk', 'kasus', 'begini', 'dan', 'jadi', 'hal', 'biasa', 'kenapa', 'sekarang', 'jadi', 'kasus', 'nasional']","['keknya', 'jaman', 'sma', 'bnyk', 'nasional']","['kek', 'jaman', 'sma', 'bnyk', 'nasional']",kek jaman sma bnyk nasional
Sekolah elit otak sulit...kampungan amat pake geng gengan...biar dilihat keren gitu???..keren tu punya prestasi mas bro...kl ini bukan prestasi apalagi sampe 9 generasi...🤦🏻‍♀️🤦🏻‍♀️,Sekolah elit otak sulit kampungan amat pake geng gengan biar dilihat keren gitu keren tu punya prestasi mas bro kl ini bukan prestasi apalagi sampe generasi,sekolah elit otak sulit kampungan amat pake geng gengan biar dilihat keren gitu keren tu punya prestasi mas bro kl ini bukan prestasi apalagi sampe generasi,"['sekolah', 'elit', 'otak', 'sulit', 'kampungan', 'amat', 'pake', 'geng', 'gengan', 'biar', 'dilihat', 'keren', 'gitu', 'keren', 'tu', 'punya', 'prestasi', 'mas', 'bro', 'kl', 'ini', 'bukan', 'prestasi', 'apalagi', 'sampe', 'generasi']","['sekolah', 'elit', 'otak', 'sulit', 'kampungan', 'amat', 'pake', 'geng', 'gengan', 'biar', 'dilihat', 'keren', 'gitu', 'keren', 'tu', 'punya', 'prestasi', 'mas', 'bro', 'kalo', 'ini', 'bukan', 'prestasi', 'apalagi', 'sampe', 'generasi']","['sekolah', 'elit', 'otak', 'sulit', 'kampungan', 'pake', 'geng', 'gengan', 'biar', 'keren', 'gitu', 'keren', 'tu', 'prestasi', 'mas', 'bro', 'kalo', 'prestasi', 'sampe', 'generasi']","['sekolah', 'elit', 'otak', 'sulit', 'kampung', 'pake', 'geng', 'geng', 'biar', 'keren', 'gitu', 'keren', 'tu', 'prestasi', 'mas', 'bro', 'kalo', 'prestasi', 'sampe', 'generasi']",sekolah elit otak sulit kampung pake geng geng biar keren gitu keren tu prestasi mas bro kalo prestasi sampe generasi
Mana berani kalo bkn anak some thing,Mana berani kalo bkn anak some thing,mana berani kalo bkn anak some thing,"['mana', 'berani', 'kalo', 'bkn', 'anak', 'some', 'thing']","['mana', 'berani', 'kalau', 'bkn', 'anak', 'some', 'thing']","['berani', 'bkn', 'anak', 'some', 'thing']","['berani', 'bkn', 'anak', 'some', 'thing']",berani bkn anak some thing
Usut sampai tuntas  viralkan biar gkda korbban lgi😢,Usut sampai tuntas viralkan biar gkda korbban lgi,usut sampai tuntas viralkan biar gkda korbban lgi,"['usut', 'sampai', 'tuntas', 'viralkan', 'biar', 'gkda', 'korbban', 'lgi']","['usut', 'sampai', 'tuntas', 'viralkan', 'biar', 'gkda', 'korbban', 'lgi']","['usut', 'tuntas', 'viralkan', 'biar', 'gkda', 'korbban', 'lgi']","['usut', 'tuntas', 'viralkan', 'biar', 'gkda', 'korbban', 'lgi']",usut tuntas viralkan biar gkda korbban lgi
GT= geng taik,GT geng taik,gt geng taik,"['gt', 'geng', 'taik']","['gitu', 'geng', 'taik']","['gitu', 'geng', 'taik']","['gitu', 'geng', 'taik']",gitu geng taik
Anak vincent mulu yg disebut. Sekalian sebut anak Arief Suditomo mantan pembawa berita terkenal sekaligus anggota DPR pastai nasdem yg mukul perut,Anak vincent mulu yg disebut Sekalian sebut anak Arief Suditomo mantan pembawa berita terkenal sekaligus anggota DPR pastai nasdem yg mukul perut,anak vincent mulu yg disebut sekalian sebut anak arief suditomo mantan pembawa berita terkenal sekaligus anggota dpr pastai nasdem yg mukul perut,"['anak', 'vincent', 'mulu', 'yg', 'disebut', 'sekalian', 'sebut', 'anak', 'arief', 'suditomo', 'mantan', 'pembawa', 'berita', 'terkenal', 'sekaligus', 'anggota', 'dpr', 'pastai', 'nasdem', 'yg', 'mukul', 'perut']","['anak', 'vincent', 'mulu', 'yang', 'disebut', 'sekalian', 'sebut', 'anak', 'arief', 'suditomo', 'mantan', 'pembawa', 'berita', 'terkenal', 'sekaligus', 'anggota', 'dpr', 'pastai', 'nasdem', 'yang', 'mukul', 'perut']","['anak', 'vincent', 'mulu', 'anak', 'arief', 'suditomo', 'mantan', 'pembawa', 'berita', 'terkenal', 'anggota', 'dpr', 'pastai', 'nasdem', 'mukul', 'perut']","['anak', 'vincent', 'mulu', 'anak', 'arief', 'suditomo', 'mantan', 'bawa', 'berita', 'kenal', 'anggota', 'dpr', 'pasta', 'nasdem', 'mukul', 'perut']",anak vincent mulu anak arief suditomo mantan bawa berita kenal anggota dpr pasta nasdem mukul perut
"Akhir nya ke blow up jga ya slama 9 thn , ntu guru² n kepsek nya pda kmn ?",Akhir nya ke blow up jga ya slama thn ntu guru kepsek nya pda kmn,akhir nya ke blow up jga ya slama thn ntu guru kepsek nya pda kmn,"['akhir', 'nya', 'ke', 'blow', 'up', 'jga', 'ya', 'slama', 'thn', 'ntu', 'guru', 'kepsek', 'nya', 'pda', 'kmn']","['akhir', 'nya', 'ke', 'blow', 'up', 'jga', 'ya', 'slama', 'thn', 'ntu', 'guru', 'kepsek', 'nya', 'pda', 'kemana']","['nya', 'blow', 'up', 'jga', 'ya', 'slama', 'thn', 'ntu', 'guru', 'kepsek', 'nya', 'pda', 'kemana']","['nya', 'blow', 'up', 'jga', 'ya', 'slama', 'thn', 'ntu', 'guru', 'kepsek', 'nya', 'pda', 'mana']",nya blow up jga ya slama thn ntu guru kepsek nya pda mana
Semua pihak hrs introspeksi... jgn tutup mata dgn kasus serius dpt ini: generasi muda preman,Semua pihak hrs introspeksi jgn tutup mata dgn kasus serius dpt ini generasi muda preman,semua pihak hrs introspeksi jgn tutup mata dgn kasus serius dpt ini generasi muda preman,"['semua', 'pihak', 'hrs', 'introspeksi', 'jgn', 'tutup', 'mata', 'dgn', 'kasus', 'serius', 'dpt', 'ini', 'generasi', 'muda', 'preman']","['semua', 'pihak', 'harus', 'introspeksi', 'jangan', 'tutup', 'mata', 'dengan', 'kasus', 'serius', 'dapat', 'ini', 'generasi', 'muda', 'preman']","['introspeksi', 'tutup', 'mata', 'serius', 'generasi', 'muda', 'preman']","['introspeksi', 'tutup', 'mata', 'serius', 'generasi', 'muda', 'preman']",introspeksi tutup mata serius generasi muda preman
"Kasus perundungan di Binus Serpong sudah berlaku 9 tahun ...?????? Kemana ajah selama ini pihak sekolah, sekolah mahal tapi menyimpan kasus perundungan sampai 9 tahun, konsepnya gimana sih @binusschoolserpong, jangan sampai ada klarifikasi bahwa pihak sekolah tidak tahu menahu ya 😢😢😢😢",Kasus perundungan di Binus Serpong sudah berlaku tahun Kemana ajah selama ini pihak sekolah sekolah mahal tapi menyimpan kasus perundungan sampai tahun konsepnya gimana sih jangan sampai ada klarifikasi bahwa pihak sekolah tidak tahu menahu ya,kasus perundungan di binus serpong sudah berlaku tahun kemana ajah selama ini pihak sekolah sekolah mahal tapi menyimpan kasus perundungan sampai tahun konsepnya gimana sih jangan sampai ada klarifikasi bahwa pihak sekolah tidak tahu menahu ya,"['kasus', 'perundungan', 'di', 'binus', 'serpong', 'sudah', 'berlaku', 'tahun', 'kemana', 'ajah', 'selama', 'ini', 'pihak', 'sekolah', 'sekolah', 'mahal', 'tapi', 'menyimpan', 'kasus', 'perundungan', 'sampai', 'tahun', 'konsepnya', 'gimana', 'sih', 'jangan', 'sampai', 'ada', 'klarifikasi', 'bahwa', 'pihak', 'sekolah', 'tidak', 'tahu', 'menahu', 'ya']","['kasus', 'perundungan', 'di', 'binus', 'serpong', 'sudah', 'berlaku', 'tahun', 'kemana', 'ajah', 'selama', 'ini', 'pihak', 'sekolah', 'sekolah', 'mahal', 'tapi', 'menyimpan', 'kasus', 'perundungan', 'sampai', 'tahun', 'konsepnya', 'gimana', 'sih', 'jangan', 'sampai', 'ada', 'klarifikasi', 'bahwa', 'pihak', 'sekolah', 'tidak', 'tahu', 'menahu', 'ya']","['perundungan', 'binus', 'serpong', 'berlaku', 'kemana', 'ajah', 'sekolah', 'sekolah', 'mahal', 'menyimpan', 'perundungan', 'konsepnya', 'gimana', 'sih', 'klarifikasi', 'sekolah', 'menahu', 'ya']","['rundung', 'bus', 'serpong', 'laku', 'mana', 'ajah', 'sekolah', 'sekolah', 'mahal', 'simpan', 'rundung', 'konsep', 'gimana', 'sih', 'klarifikasi', 'sekolah', 'nahu', 'ya']",rundung bus serpong laku mana ajah sekolah sekolah mahal simpan rundung konsep gimana sih klarifikasi sekolah nahu ya
Guru2nya pada kemana ya? Bukankah peran guru sm dengan peran orangtua di sekolah? Chuaaakkkxxx,Gurunya pada kemana ya Bukankah peran guru sm dengan peran orangtua di sekolah Chuaakkxx,gurunya pada kemana ya bukankah peran guru sm dengan peran orangtua di sekolah chuaakkxx,"['gurunya', 'pada', 'kemana', 'ya', 'bukankah', 'peran', 'guru', 'sm', 'dengan', 'peran', 'orangtua', 'di', 'sekolah', 'chuaakkxx']","['gurunya', 'pada', 'kemana', 'ya', 'bukankah', 'peran', 'guru', 'sama', 'dengan', 'peran', 'orangtua', 'di', 'sekolah', 'chuaakkxx']","['gurunya', 'kemana', 'ya', 'peran', 'guru', 'peran', 'orangtua', 'sekolah', 'chuaakkxx']","['guru', 'mana', 'ya', 'peran', 'guru', 'peran', 'orangtua', 'sekolah', 'chuaakkxx']",guru mana ya peran guru peran orangtua sekolah chuaakkxx
Mental² sakit!,Mental sakit,mental sakit,"['mental', 'sakit']","['mental', 'sakit']","['mental', 'sakit']","['mental', 'sakit']",mental sakit
Tangkap si hukum secara benar biar mendidik anak anak yangvaombong dan angkuh itu,Tangkap si hukum secara benar biar mendidik anak anak yangvaombong dan angkuh itu,tangkap si hukum secara benar biar mendidik anak anak yangvaombong dan angkuh itu,"['tangkap', 'si', 'hukum', 'secara', 'benar', 'biar', 'mendidik', 'anak', 'anak', 'yangvaombong', 'dan', 'angkuh', 'itu']","['tangkap', 'si', 'hukum', 'secara', 'benar', 'biar', 'mendidik', 'anak', 'anak', 'yangvaombong', 'dan', 'angkuh', 'itu']","['tangkap', 'si', 'hukum', 'biar', 'mendidik', 'anak', 'anak', 'yangvaombong', 'angkuh']","['tangkap', 'si', 'hukum', 'biar', 'didik', 'anak', 'anak', 'yangvaombong', 'angkuh']",tangkap si hukum biar didik anak anak yangvaombong angkuh
keluarga korban bisa lawan?? beda sama kasus seblomnya korbannya ada koneksi,keluarga korban bisa lawan beda sama kasus seblomnya korbannya ada koneksi,keluarga korban bisa lawan beda sama kasus seblomnya korbannya ada koneksi,"['keluarga', 'korban', 'bisa', 'lawan', 'beda', 'sama', 'kasus', 'seblomnya', 'korbannya', 'ada', 'koneksi']","['keluarga', 'korban', 'bisa', 'lawan', 'beda', 'sama', 'kasus', 'seblomnya', 'korbannya', 'ada', 'koneksi']","['keluarga', 'korban', 'lawan', 'beda', 'seblomnya', 'korbannya', 'koneksi']","['keluarga', 'korban', 'lawan', 'beda', 'seblomnya', 'korban', 'koneksi']",keluarga korban lawan beda seblomnya korban koneksi
Miris ngeliatnya....stop kekerasan terhadap anak..😢,Miris ngeliatnya stop kekerasan terhadap anak,miris ngeliatnya stop kekerasan terhadap anak,"['miris', 'ngeliatnya', 'stop', 'kekerasan', 'terhadap', 'anak']","['miris', 'ngeliatnya', 'stop', 'kekerasan', 'terhadap', 'anak']","['miris', 'ngeliatnya', 'stop', 'kekerasan', 'anak']","['miris', 'ngeliatnya', 'stop', 'keras', 'anak']",miris ngeliatnya stop keras anak
GT gatel,GT gatel,gt gatel,"['gt', 'gatel']","['gitu', 'gatel']","['gitu', 'gatel']","['gitu', 'gatel']",gitu gatel
Dikeluarin aja yg kaya.gitu..,Dikeluarin aja yg kaya gitu,dikeluarin aja yg kaya gitu,"['dikeluarin', 'aja', 'yg', 'kaya', 'gitu']","['dikeluarin', 'aja', 'yang', 'kaya', 'gitu']","['dikeluarin', 'aja', 'kaya', 'gitu']","['dikeluarin', 'aja', 'kaya', 'gitu']",dikeluarin aja kaya gitu
Parah,Parah,parah,['parah'],['parah'],['parah'],['parah'],parah
Jangan cuma dikasih sangsi ...keluarkan dari sekolah dan blacklist...agar bisa jadi pembelajaran untuk yg lainnya ...jng karena anak artis anak pejabat seenaknya bogem anak orang ...👿,Jangan cuma dikasih sangsi keluarkan dari sekolah dan blacklist agar bisa jadi pembelajaran untuk yg lainnya jng karena anak artis anak pejabat seenaknya bogem anak orang,jangan cuma dikasih sangsi keluarkan dari sekolah dan blacklist agar bisa jadi pembelajaran untuk yg lainnya jng karena anak artis anak pejabat seenaknya bogem anak orang,"['jangan', 'cuma', 'dikasih', 'sangsi', 'keluarkan', 'dari', 'sekolah', 'dan', 'blacklist', 'agar', 'bisa', 'jadi', 'pembelajaran', 'untuk', 'yg', 'lainnya', 'jng', 'karena', 'anak', 'artis', 'anak', 'pejabat', 'seenaknya', 'bogem', 'anak', 'orang']","['jangan', 'cuma', 'dikasih', 'sangsi', 'keluarkan', 'dari', 'sekolah', 'dan', 'blacklist', 'agar', 'bisa', 'jadi', 'pembelajaran', 'untuk', 'yang', 'lainnya', 'jng', 'karena', 'anak', 'artis', 'anak', 'pejabat', 'seenaknya', 'bogem', 'anak', 'orang']","['dikasih', 'sangsi', 'keluarkan', 'sekolah', 'blacklist', 'pembelajaran', 'jng', 'anak', 'artis', 'anak', 'pejabat', 'bogem', 'anak', 'orang']","['kasih', 'sangsi', 'keluar', 'sekolah', 'blacklist', 'ajar', 'jng', 'anak', 'artis', 'anak', 'jabat', 'bogem', 'anak', 'orang']",kasih sangsi keluar sekolah blacklist ajar jng anak artis anak jabat bogem anak orang
Harus dihukum,Harus dihukum,harus dihukum,"['harus', 'dihukum']","['harus', 'dihukum']",['dihukum'],['hukum'],hukum
Semoga di hukum berat buang ke nusa Kambangan atau buat peliharaan BUAYA 😮,Semoga di hukum berat buang ke nusa Kambangan atau buat peliharaan BUAYA,semoga di hukum berat buang ke nusa kambangan atau buat peliharaan buaya,"['semoga', 'di', 'hukum', 'berat', 'buang', 'ke', 'nusa', 'kambangan', 'atau', 'buat', 'peliharaan', 'buaya']","['semoga', 'di', 'hukum', 'berat', 'buang', 'ke', 'nusa', 'kambangan', 'atau', 'buat', 'peliharaan', 'buaya']","['semoga', 'hukum', 'berat', 'buang', 'nusa', 'kambangan', 'peliharaan', 'buaya']","['moga', 'hukum', 'berat', 'buang', 'nusa', 'kambang', 'pelihara', 'buaya']",moga hukum berat buang nusa kambang pelihara buaya
"Semoga hukum di tegak kan seadil adil nya.  Kasian korban.  Dah menderita selama ini.  Sebagai ortu kita jadi khawatir,semoga dunia pendidikan membuat anak bahagia….mari stop bullying 😭😭",Semoga hukum di tegak kan seadil adil nya Kasian korban Dah menderita selama ini Sebagai ortu kita jadi khawatir semoga dunia pendidikan membuat anak bahagia mari stop bullying,semoga hukum di tegak kan seadil adil nya kasian korban dah menderita selama ini sebagai ortu kita jadi khawatir semoga dunia pendidikan membuat anak bahagia mari stop bullying,"['semoga', 'hukum', 'di', 'tegak', 'kan', 'seadil', 'adil', 'nya', 'kasian', 'korban', 'dah', 'menderita', 'selama', 'ini', 'sebagai', 'ortu', 'kita', 'jadi', 'khawatir', 'semoga', 'dunia', 'pendidikan', 'membuat', 'anak', 'bahagia', 'mari', 'stop', 'bullying']","['semoga', 'hukum', 'di', 'tegak', 'kan', 'seadil', 'adil', 'nya', 'kasian', 'korban', 'udah', 'menderita', 'selama', 'ini', 'sebagai', 'orang tua', 'kita', 'jadi', 'khawatir', 'semoga', 'dunia', 'pendidikan', 'membuat', 'anak', 'bahagia', 'mari', 'stop', 'bullying']","['semoga', 'hukum', 'tegak', 'seadil', 'adil', 'nya', 'kasian', 'korban', 'udah', 'menderita', 'orang tua', 'khawatir', 'semoga', 'dunia', 'pendidikan', 'anak', 'bahagia', 'mari', 'stop', 'bullying']","['moga', 'hukum', 'tegak', 'adil', 'adil', 'nya', 'kasi', 'korban', 'udah', 'derita', 'orang tua', 'khawatir', 'moga', 'dunia', 'didik', 'anak', 'bahagia', 'mari', 'stop', 'bullying']",moga hukum tegak adil adil nya kasi korban udah derita orang tua khawatir moga dunia didik anak bahagia mari stop bullying
Anak anak sok keras....,Anak anak sok keras,anak anak sok keras,"['anak', 'anak', 'sok', 'keras']","['anak', 'anak', 'sok', 'keras']","['anak', 'anak', 'sok', 'keras']","['anak', 'anak', 'sok', 'keras']",anak anak sok keras
"Nyata ya.. Ortu ga pernah sholat, jadi ga pernah doain biar sholeh/sholehah...inget ya wawan cara Vincent sama sholehun?",Nyata ya Ortu ga pernah sholat jadi ga pernah doain biar sholeh sholehah inget ya wawan cara Vincent sama sholehun,nyata ya ortu ga pernah sholat jadi ga pernah doain biar sholeh sholehah inget ya wawan cara vincent sama sholehun,"['nyata', 'ya', 'ortu', 'ga', 'pernah', 'sholat', 'jadi', 'ga', 'pernah', 'doain', 'biar', 'sholeh', 'sholehah', 'inget', 'ya', 'wawan', 'cara', 'vincent', 'sama', 'sholehun']","['nyata', 'ya', 'orang tua', 'enggak', 'pernah', 'sholat', 'jadi', 'enggak', 'pernah', 'doain', 'biar', 'sholeh', 'sholehah', 'inget', 'ya', 'wawan', 'cara', 'vincent', 'sama', 'sholehun']","['nyata', 'ya', 'orang tua', 'sholat', 'doain', 'biar', 'sholeh', 'sholehah', 'inget', 'ya', 'wawan', 'vincent', 'sholehun']","['nyata', 'ya', 'orang tua', 'sholat', 'doain', 'biar', 'sholeh', 'sholehah', 'inget', 'ya', 'wawan', 'vincent', 'sholehun']",nyata ya orang tua sholat doain biar sholeh sholehah inget ya wawan vincent sholehun
Masukkan ke Nusakambangan saja. Yaa minimal 9 tahun.,Masukkan ke Nusakambangan saja Yaa minimal tahun,masukkan ke nusakambangan saja yaa minimal tahun,"['masukkan', 'ke', 'nusakambangan', 'saja', 'yaa', 'minimal', 'tahun']","['masukkan', 'ke', 'nusakambangan', 'saja', 'yaa', 'minimal', 'tahun']","['masukkan', 'nusakambangan', 'yaa', 'minimal']","['masuk', 'nusakambangan', 'yaa', 'minimal']",masuk nusakambangan yaa minimal
Pidanain aj😮😮😮,Pidanain aj,pidanain aj,"['pidanain', 'aj']","['pidanain', 'aj']","['pidanain', 'aj']","['pidanain', 'aj']",pidanain aj
SEKOLAH INTERNASIONAL BIAYA MAHAL TERNYATA GAK MENJAMIN/MENCERMINKAN  PRIBADI YG HIGH CLASS JUGA KEMBALI LAGI KE PERAN ORANG TUA !!!!!🔥🔥🔥🔥,SEKOLAH INTERNASIONAL BIAYA MAHAL TERNYATA GAK MENJAMIN MENCERMINKAN PRIBADI YG HIGH CLASS JUGA KEMBALI LAGI KE PERAN ORANG TUA,sekolah internasional biaya mahal ternyata gak menjamin mencerminkan pribadi yg high class juga kembali lagi ke peran orang tua,"['sekolah', 'internasional', 'biaya', 'mahal', 'ternyata', 'gak', 'menjamin', 'mencerminkan', 'pribadi', 'yg', 'high', 'class', 'juga', 'kembali', 'lagi', 'ke', 'peran', 'orang', 'tua']","['sekolah', 'internasional', 'biaya', 'mahal', 'ternyata', 'enggak', 'menjamin', 'mencerminkan', 'pribadi', 'yang', 'high', 'class', 'juga', 'kembali', 'lagi', 'ke', 'peran', 'orang', 'tua']","['sekolah', 'internasional', 'biaya', 'mahal', 'menjamin', 'mencerminkan', 'pribadi', 'high', 'class', 'peran', 'orang', 'tua']","['sekolah', 'internasional', 'biaya', 'mahal', 'jamin', 'cermin', 'pribadi', 'high', 'class', 'peran', 'orang', 'tua']",sekolah internasional biaya mahal jamin cermin pribadi high class peran orang tua
Okezone ini udh ikut2 BBC dan CNN yg suka memberikan yg tidak benar.. suka membesar2kan masalah.. dari masalah kecil jadi besar..,Okezone ini udh ikut BBC dan CNN yg suka memberikan yg tidak benar suka membesarkan masalah dari masalah kecil jadi besar,okezone ini udh ikut bbc dan cnn yg suka memberikan yg tidak benar suka membesarkan masalah dari masalah kecil jadi besar,"['okezone', 'ini', 'udh', 'ikut', 'bbc', 'dan', 'cnn', 'yg', 'suka', 'memberikan', 'yg', 'tidak', 'benar', 'suka', 'membesarkan', 'masalah', 'dari', 'masalah', 'kecil', 'jadi', 'besar']","['okezone', 'ini', 'udah', 'ikut', 'bbc', 'dan', 'cnn', 'yang', 'suka', 'memberikan', 'yang', 'tidak', 'benar', 'suka', 'membesarkan', 'masalah', 'dari', 'masalah', 'kecil', 'jadi', 'besar']","['okezone', 'udah', 'bbc', 'cnn', 'suka', 'suka', 'membesarkan']","['okezone', 'udah', 'bbc', 'cnn', 'suka', 'suka', 'besar']",okezone udah bbc cnn suka suka besar
ayooo guru BK nya.. buat konseling kelompok putus mata rantai..genk2 siswa premanisme jangan d maklumi Krn berlindung dr anak pejabat atau artis.,ayoo guru BK nya buat konseling kelompok putus mata rantai genk siswa premanisme jangan maklumi Krn berlindung dr anak pejabat atau artis,ayoo guru bk nya buat konseling kelompok putus mata rantai genk siswa premanisme jangan maklumi krn berlindung dr anak pejabat atau artis,"['ayoo', 'guru', 'bk', 'nya', 'buat', 'konseling', 'kelompok', 'putus', 'mata', 'rantai', 'genk', 'siswa', 'premanisme', 'jangan', 'maklumi', 'krn', 'berlindung', 'dr', 'anak', 'pejabat', 'atau', 'artis']","['ayoo', 'guru', 'bk', 'nya', 'buat', 'konseling', 'kelompok', 'putus', 'mata', 'rantai', 'genk', 'siswa', 'premanisme', 'jangan', 'maklumi', 'karena', 'berlindung', 'dari', 'anak', 'pejabat', 'atau', 'artis']","['ayoo', 'guru', 'bk', 'nya', 'konseling', 'kelompok', 'putus', 'mata', 'rantai', 'genk', 'siswa', 'premanisme', 'maklumi', 'berlindung', 'anak', 'pejabat', 'artis']","['ayoo', 'guru', 'bk', 'nya', 'konseling', 'kelompok', 'putus', 'mata', 'rantai', 'genk', 'siswa', 'preman', 'maklum', 'lindung', 'anak', 'jabat', 'artis']",ayoo guru bk nya konseling kelompok putus mata rantai genk siswa preman maklum lindung anak jabat artis
