Komentar,cleaning,cleansing,text_tokenize,tweet_normalized,text_stopword,text_stemming,text_clean
Emang paling bener sekolah di al-azhar,Emang paling bener sekolah di al azhar,emang paling bener sekolah di al azhar,"['emang', 'paling', 'bener', 'sekolah', 'di', 'al', 'azhar']","['emang', 'paling', 'bener', 'sekolah', 'di', 'al', 'azhar']","['emang', 'bener', 'sekolah', 'al', 'azhar']","['emang', 'bener', 'sekolah', 'al', 'azhar']",emang bener sekolah al azhar
Udah paling bener sekolah paket C,Udah paling bener sekolah paket,udah paling bener sekolah paket,"['udah', 'paling', 'bener', 'sekolah', 'paket']","['udah', 'paling', 'bener', 'sekolah', 'paket']","['udah', 'bener', 'sekolah', 'paket']","['udah', 'bener', 'sekolah', 'paket']",udah bener sekolah paket
harusnya yg lebih disorot itu anak Arief Suditomo ex-news anchor,harusnya yg lebih disorot itu anak Arief Suditomo ex news anchor,harusnya yg lebih disorot itu anak arief suditomo ex news anchor,"['harusnya', 'yg', 'lebih', 'disorot', 'itu', 'anak', 'arief', 'suditomo', 'ex', 'news', 'anchor']","['harusnya', 'yang', 'lebih', 'disorot', 'itu', 'anak', 'arief', 'suditomo', 'ex', 'news', 'anchor']","['disorot', 'anak', 'arief', 'suditomo', 'ex', 'news', 'anchor']","['sorot', 'anak', 'arief', 'suditomo', 'ex', 'news', 'anchor']",sorot anak arief suditomo ex news anchor
Gw punya videonya pula 😢,Gw punya videonya pula,gw punya videonya pula,"['gw', 'punya', 'videonya', 'pula']","['aku', 'punya', 'videonya', 'pula']",['videonya'],['video'],video
Spil ig anaknya,Spil ig anaknya,spil ig anaknya,"['spil', 'ig', 'anaknya']","['spil', 'instagram', 'anaknya']","['spil', 'instagram', 'anaknya']","['spil', 'instagram', 'anak']",spil instagram anak
"Kabarnya ada anak DPRD, ya? Intinya sih yang kuliah di BINUS itu biasanya anak orang kaya. Jadi pasti orang2 terpandanglah.",Kabarnya ada anak DPRD ya Intinya sih yang kuliah di BINUS itu biasanya anak orang kaya Jadi pasti orang terpandanglah,kabarnya ada anak dprd ya intinya sih yang kuliah di binus itu biasanya anak orang kaya jadi pasti orang terpandanglah,"['kabarnya', 'ada', 'anak', 'dprd', 'ya', 'intinya', 'sih', 'yang', 'kuliah', 'di', 'binus', 'itu', 'biasanya', 'anak', 'orang', 'kaya', 'jadi', 'pasti', 'orang', 'terpandanglah']","['kabarnya', 'ada', 'anak', 'dprd', 'ya', 'intinya', 'sih', 'yang', 'kuliah', 'di', 'binus', 'itu', 'biasanya', 'anak', 'orang', 'kaya', 'jadi', 'pasti', 'orang', 'terpandanglah']","['kabarnya', 'anak', 'dprd', 'ya', 'intinya', 'sih', 'kuliah', 'binus', 'anak', 'orang', 'kaya', 'orang', 'terpandanglah']","['kabar', 'anak', 'dprd', 'ya', 'inti', 'sih', 'kuliah', 'bus', 'anak', 'orang', 'kaya', 'orang', 'pandang']",kabar anak dprd ya inti sih kuliah bus anak orang kaya orang pandang
nggak kebayang gimana ngamuknya vincent ke anaknya 😥,nggak kebayang gimana ngamuknya vincent ke anaknya,nggak kebayang gimana ngamuknya vincent ke anaknya,"['nggak', 'kebayang', 'gimana', 'ngamuknya', 'vincent', 'ke', 'anaknya']","['nggak', 'kebayang', 'gimana', 'ngamuknya', 'vincent', 'ke', 'anaknya']","['nggak', 'kebayang', 'gimana', 'ngamuknya', 'vincent', 'anaknya']","['nggak', 'bayang', 'gimana', 'ngamuknya', 'vincent', 'anak']",nggak bayang gimana ngamuknya vincent anak
Jangan hanya vincent dan anaknya aja dong yg diberitakan...,Jangan hanya vincent dan anaknya aja dong yg diberitakan,jangan hanya vincent dan anaknya aja dong yg diberitakan,"['jangan', 'hanya', 'vincent', 'dan', 'anaknya', 'aja', 'dong', 'yg', 'diberitakan']","['jangan', 'hanya', 'vincent', 'dan', 'anaknya', 'aja', 'dong', 'yang', 'diberitakan']","['vincent', 'anaknya', 'aja', 'diberitakan']","['vincent', 'anak', 'aja', 'berita']",vincent anak aja berita
"Sekolah nya BINUS, kelakuan murid nya MINUS...😂😂",Sekolah nya BINUS kelakuan murid nya MINUS,sekolah nya binus kelakuan murid nya minus,"['sekolah', 'nya', 'binus', 'kelakuan', 'murid', 'nya', 'minus']","['sekolah', 'nya', 'binus', 'kelakuan', 'murid', 'nya', 'minus']","['sekolah', 'nya', 'binus', 'kelakuan', 'murid', 'nya', 'minus']","['sekolah', 'nya', 'bus', 'laku', 'murid', 'nya', 'minus']",sekolah nya bus laku murid nya minus
Spill nama semua pelakunya min 👏,Spill nama semua pelakunya min,spill nama semua pelakunya min,"['spill', 'nama', 'semua', 'pelakunya', 'min']","['spill', 'nama', 'semua', 'pelakunya', 'admin']","['spill', 'nama', 'pelakunya', 'admin']","['spill', 'nama', 'laku', 'admin']",spill nama laku admin
Bukan diduga lagi lahh anjir wkwkkw,Bukan diduga lagi lahh anjir wkwkkw,bukan diduga lagi lahh anjir wkwkkw,"['bukan', 'diduga', 'lagi', 'lahh', 'anjir', 'wkwkkw']","['bukan', 'diduga', 'lagi', 'lahh', 'anjir', 'wkwkkw']","['diduga', 'lahh', 'anjir', 'wkwkkw']","['duga', 'lahh', 'anjir', 'wkwkkw']",duga lahh anjir wkwkkw
itu straight edge si doy ??,itu straight edge si doy,itu straight edge si doy,"['itu', 'straight', 'edge', 'si', 'doy']","['itu', 'straight', 'edge', 'si', 'doy']","['straight', 'edge', 'si', 'doy']","['straight', 'edge', 'si', 'doy']",straight edge si doy
yang disorot vincent terus buat nutupin nama bokap2 yg laen,yang disorot vincent terus buat nutupin nama bokap yg laen,yang disorot vincent terus buat nutupin nama bokap yg laen,"['yang', 'disorot', 'vincent', 'terus', 'buat', 'nutupin', 'nama', 'bokap', 'yg', 'laen']","['yang', 'disorot', 'vincent', 'terus', 'buat', 'nutupin', 'nama', 'bokap', 'yang', 'lain']","['disorot', 'vincent', 'nutupin', 'nama', 'bokap']","['sorot', 'vincent', 'nutupin', 'nama', 'bokap']",sorot vincent nutupin nama bokap
Spill bapack bapack yg lainnya jg dong 😌 ga asik ah 🔥,Spill bapack bapack yg lainnya jg dong ga asik ah,spill bapack bapack yg lainnya jg dong ga asik ah,"['spill', 'bapack', 'bapack', 'yg', 'lainnya', 'jg', 'dong', 'ga', 'asik', 'ah']","['spill', 'bapak', 'bapak', 'yang', 'lainnya', 'juga', 'dong', 'enggak', 'asik', 'ah']","['spill', 'asik', 'ah']","['spill', 'asik', 'ah']",spill asik ah
Emang paling bener sekolah di al-azhar,Emang paling bener sekolah di al azhar,emang paling bener sekolah di al azhar,"['emang', 'paling', 'bener', 'sekolah', 'di', 'al', 'azhar']","['emang', 'paling', 'bener', 'sekolah', 'di', 'al', 'azhar']","['emang', 'bener', 'sekolah', 'al', 'azhar']","['emang', 'bener', 'sekolah', 'al', 'azhar']",emang bener sekolah al azhar
Udah paling bener sekolah paket C,Udah paling bener sekolah paket,udah paling bener sekolah paket,"['udah', 'paling', 'bener', 'sekolah', 'paket']","['udah', 'paling', 'bener', 'sekolah', 'paket']","['udah', 'bener', 'sekolah', 'paket']","['udah', 'bener', 'sekolah', 'paket']",udah bener sekolah paket
harusnya yg lebih disorot itu anak Arief Suditomo ex-news anchor,harusnya yg lebih disorot itu anak Arief Suditomo ex news anchor,harusnya yg lebih disorot itu anak arief suditomo ex news anchor,"['harusnya', 'yg', 'lebih', 'disorot', 'itu', 'anak', 'arief', 'suditomo', 'ex', 'news', 'anchor']","['harusnya', 'yang', 'lebih', 'disorot', 'itu', 'anak', 'arief', 'suditomo', 'ex', 'news', 'anchor']","['disorot', 'anak', 'arief', 'suditomo', 'ex', 'news', 'anchor']","['sorot', 'anak', 'arief', 'suditomo', 'ex', 'news', 'anchor']",sorot anak arief suditomo ex news anchor
Gw punya videonya pula 😢,Gw punya videonya pula,gw punya videonya pula,"['gw', 'punya', 'videonya', 'pula']","['aku', 'punya', 'videonya', 'pula']",['videonya'],['video'],video
Spil ig anaknya,Spil ig anaknya,spil ig anaknya,"['spil', 'ig', 'anaknya']","['spil', 'instagram', 'anaknya']","['spil', 'instagram', 'anaknya']","['spil', 'instagram', 'anak']",spil instagram anak
"Kabarnya ada anak DPRD, ya? Intinya sih yang kuliah di BINUS itu biasanya anak orang kaya. Jadi pasti orang2 terpandanglah.",Kabarnya ada anak DPRD ya Intinya sih yang kuliah di BINUS itu biasanya anak orang kaya Jadi pasti orang terpandanglah,kabarnya ada anak dprd ya intinya sih yang kuliah di binus itu biasanya anak orang kaya jadi pasti orang terpandanglah,"['kabarnya', 'ada', 'anak', 'dprd', 'ya', 'intinya', 'sih', 'yang', 'kuliah', 'di', 'binus', 'itu', 'biasanya', 'anak', 'orang', 'kaya', 'jadi', 'pasti', 'orang', 'terpandanglah']","['kabarnya', 'ada', 'anak', 'dprd', 'ya', 'intinya', 'sih', 'yang', 'kuliah', 'di', 'binus', 'itu', 'biasanya', 'anak', 'orang', 'kaya', 'jadi', 'pasti', 'orang', 'terpandanglah']","['kabarnya', 'anak', 'dprd', 'ya', 'intinya', 'sih', 'kuliah', 'binus', 'anak', 'orang', 'kaya', 'orang', 'terpandanglah']","['kabar', 'anak', 'dprd', 'ya', 'inti', 'sih', 'kuliah', 'bus', 'anak', 'orang', 'kaya', 'orang', 'pandang']",kabar anak dprd ya inti sih kuliah bus anak orang kaya orang pandang
nggak kebayang gimana ngamuknya vincent ke anaknya 😥,nggak kebayang gimana ngamuknya vincent ke anaknya,nggak kebayang gimana ngamuknya vincent ke anaknya,"['nggak', 'kebayang', 'gimana', 'ngamuknya', 'vincent', 'ke', 'anaknya']","['nggak', 'kebayang', 'gimana', 'ngamuknya', 'vincent', 'ke', 'anaknya']","['nggak', 'kebayang', 'gimana', 'ngamuknya', 'vincent', 'anaknya']","['nggak', 'bayang', 'gimana', 'ngamuknya', 'vincent', 'anak']",nggak bayang gimana ngamuknya vincent anak
Spill nama semua pelakunya min 👏,Spill nama semua pelakunya min,spill nama semua pelakunya min,"['spill', 'nama', 'semua', 'pelakunya', 'min']","['spill', 'nama', 'semua', 'pelakunya', 'admin']","['spill', 'nama', 'pelakunya', 'admin']","['spill', 'nama', 'laku', 'admin']",spill nama laku admin
Jangan hanya vincent dan anaknya aja dong yg diberitakan...,Jangan hanya vincent dan anaknya aja dong yg diberitakan,jangan hanya vincent dan anaknya aja dong yg diberitakan,"['jangan', 'hanya', 'vincent', 'dan', 'anaknya', 'aja', 'dong', 'yg', 'diberitakan']","['jangan', 'hanya', 'vincent', 'dan', 'anaknya', 'aja', 'dong', 'yang', 'diberitakan']","['vincent', 'anaknya', 'aja', 'diberitakan']","['vincent', 'anak', 'aja', 'berita']",vincent anak aja berita
"Sekolah nya BINUS, kelakuan murid nya MINUS...😂😂",Sekolah nya BINUS kelakuan murid nya MINUS,sekolah nya binus kelakuan murid nya minus,"['sekolah', 'nya', 'binus', 'kelakuan', 'murid', 'nya', 'minus']","['sekolah', 'nya', 'binus', 'kelakuan', 'murid', 'nya', 'minus']","['sekolah', 'nya', 'binus', 'kelakuan', 'murid', 'nya', 'minus']","['sekolah', 'nya', 'bus', 'laku', 'murid', 'nya', 'minus']",sekolah nya bus laku murid nya minus
yang disorot vincent terus buat nutupin nama bokap2 yg laen,yang disorot vincent terus buat nutupin nama bokap yg laen,yang disorot vincent terus buat nutupin nama bokap yg laen,"['yang', 'disorot', 'vincent', 'terus', 'buat', 'nutupin', 'nama', 'bokap', 'yg', 'laen']","['yang', 'disorot', 'vincent', 'terus', 'buat', 'nutupin', 'nama', 'bokap', 'yang', 'lain']","['disorot', 'vincent', 'nutupin', 'nama', 'bokap']","['sorot', 'vincent', 'nutupin', 'nama', 'bokap']",sorot vincent nutupin nama bokap
Abis di tampolin bang Vincent si ni gw rasa,Abis di tampolin bang Vincent si ni gw rasa,abis di tampolin bang vincent si ni gw rasa,"['abis', 'di', 'tampolin', 'bang', 'vincent', 'si', 'ni', 'gw', 'rasa']","['abis', 'di', 'tampolin', 'bang', 'vincent', 'si', 'ni', 'aku', 'rasa']","['abis', 'tampolin', 'bang', 'vincent', 'si', 'ni']","['abis', 'tampolin', 'bang', 'vincent', 'si', 'ni']",abis tampolin bang vincent si ni
Paling bener sekolah di sekolah biasa ... .. ga perlu mahal mahal krna sekolah mahal isinya kebanyakan anaknya songong2,Paling bener sekolah di sekolah biasa ga perlu mahal mahal krna sekolah mahal isinya kebanyakan anaknya songong,paling bener sekolah di sekolah biasa ga perlu mahal mahal krna sekolah mahal isinya kebanyakan anaknya songong,"['paling', 'bener', 'sekolah', 'di', 'sekolah', 'biasa', 'ga', 'perlu', 'mahal', 'mahal', 'krna', 'sekolah', 'mahal', 'isinya', 'kebanyakan', 'anaknya', 'songong']","['paling', 'bener', 'sekolah', 'di', 'sekolah', 'biasa', 'enggak', 'perlu', 'mahal', 'mahal', 'krna', 'sekolah', 'mahal', 'isinya', 'kebanyakan', 'anaknya', 'songong']","['bener', 'sekolah', 'sekolah', 'mahal', 'mahal', 'krna', 'sekolah', 'mahal', 'isinya', 'kebanyakan', 'anaknya', 'songong']","['bener', 'sekolah', 'sekolah', 'mahal', 'mahal', 'krna', 'sekolah', 'mahal', 'isi', 'banyak', 'anak', 'songong']",bener sekolah sekolah mahal mahal krna sekolah mahal isi banyak anak songong
itu straight edge si doy ??,itu straight edge si doy,itu straight edge si doy,"['itu', 'straight', 'edge', 'si', 'doy']","['itu', 'straight', 'edge', 'si', 'doy']","['straight', 'edge', 'si', 'doy']","['straight', 'edge', 'si', 'doy']",straight edge si doy
Spill bapack bapack yg lainnya jg dong 😌 ga asik ah 🔥,Spill bapack bapack yg lainnya jg dong ga asik ah,spill bapack bapack yg lainnya jg dong ga asik ah,"['spill', 'bapack', 'bapack', 'yg', 'lainnya', 'jg', 'dong', 'ga', 'asik', 'ah']","['spill', 'bapak', 'bapak', 'yang', 'lainnya', 'juga', 'dong', 'enggak', 'asik', 'ah']","['spill', 'asik', 'ah']","['spill', 'asik', 'ah']",spill asik ah
"Berita sekarang agak laen ya, kok malah foto bapaknya yang dipajang",Berita sekarang agak laen ya kok malah foto bapaknya yang dipajang,berita sekarang agak laen ya kok malah foto bapaknya yang dipajang,"['berita', 'sekarang', 'agak', 'laen', 'ya', 'kok', 'malah', 'foto', 'bapaknya', 'yang', 'dipajang']","['berita', 'sekarang', 'agak', 'lain', 'ya', 'kok', 'malah', 'foto', 'bapaknya', 'yang', 'dipajang']","['berita', 'ya', 'foto', 'bapaknya', 'dipajang']","['berita', 'ya', 'foto', 'bapak', 'pajang']",berita ya foto bapak pajang
"knp anak vincent aja yg d goreng , perasaan yg bully banyakn deh",knp anak vincent aja yg goreng perasaan yg bully banyakn deh,knp anak vincent aja yg goreng perasaan yg bully banyakn deh,"['knp', 'anak', 'vincent', 'aja', 'yg', 'goreng', 'perasaan', 'yg', 'bully', 'banyakn', 'deh']","['kenapa', 'anak', 'vincent', 'aja', 'yang', 'goreng', 'perasaan', 'yang', 'bully', 'banyakn', 'deh']","['anak', 'vincent', 'aja', 'goreng', 'perasaan', 'bully', 'banyakn', 'deh']","['anak', 'vincent', 'aja', 'goreng', 'asa', 'bully', 'banyakn', 'deh']",anak vincent aja goreng asa bully banyakn deh
Bukan diduga lagi lahh anjir wkwkkw,Bukan diduga lagi lahh anjir wkwkkw,bukan diduga lagi lahh anjir wkwkkw,"['bukan', 'diduga', 'lagi', 'lahh', 'anjir', 'wkwkkw']","['bukan', 'diduga', 'lagi', 'lahh', 'anjir', 'wkwkkw']","['diduga', 'lahh', 'anjir', 'wkwkkw']","['duga', 'lahh', 'anjir', 'wkwkkw']",duga lahh anjir wkwkkw
gila mati-matian belain vincent wkwk ngakak,gila mati matian belain vincent wkwk ngakak,gila mati matian belain vincent wkwk ngakak,"['gila', 'mati', 'matian', 'belain', 'vincent', 'wkwk', 'ngakak']","['gila', 'mati', 'matian', 'belain', 'vincent', 'wkwk', 'ngakak']","['gila', 'mati', 'matian', 'belain', 'vincent', 'wkwk', 'ngakak']","['gila', 'mati', 'mati', 'bain', 'vincent', 'wkwk', 'ngakak']",gila mati mati bain vincent wkwk ngakak
"Klo lebih dari satu jelaslah, wong namanya juga ""Geng"" tp yg digoreng cuma anak vincent doang, pelakunya kan ada 9 🙂",Klo lebih dari satu jelaslah wong namanya juga Geng tp yg digoreng cuma anak vincent doang pelakunya kan ada,klo lebih dari satu jelaslah wong namanya juga geng tp yg digoreng cuma anak vincent doang pelakunya kan ada,"['klo', 'lebih', 'dari', 'satu', 'jelaslah', 'wong', 'namanya', 'juga', 'geng', 'tp', 'yg', 'digoreng', 'cuma', 'anak', 'vincent', 'doang', 'pelakunya', 'kan', 'ada']","['kalau', 'lebih', 'dari', 'satu', 'jelaslah', 'wong', 'namanya', 'juga', 'geng', 'tapi', 'yang', 'digoreng', 'cuma', 'anak', 'vincent', 'doang', 'pelakunya', 'kan', 'ada']","['namanya', 'geng', 'digoreng', 'anak', 'vincent', 'doang', 'pelakunya']","['nama', 'geng', 'goreng', 'anak', 'vincent', 'doang', 'laku']",nama geng goreng anak vincent doang laku
"Harus diliat dari 2 arah sih.. sering bgt nih kejadian ada orgtua murid yg lapor klo anaknya dibully tp klo di selidik lagi gak akan ada asap klo gk ada api.. kejadia di anak gue sendiri, ada orgtua murid yg masih 1 kelas sama anakku japri ke gue klo anak gue udh ngata2in dan ngancem2 via wa, dikirim ss chat anak gue sama anak dia, gk jelas yg jelas ada chat anak gue gini ""klo berani diluar sekolahan aja yuk"" dibawah ya ada chat dari anak gue lagi ""lu yg anak anjing"" .",Harus diliat dari arah sih sering bgt nih kejadian ada orgtua murid yg lapor klo anaknya dibully tp klo di selidik lagi gak akan ada asap klo gk ada api kejadia di anak gue sendiri ada orgtua murid yg masih kelas sama anakku japri ke gue klo anak gue udh ngatain dan ngancem via wa dikirim ss chat anak gue sama anak dia gk jelas yg jelas ada chat anak gue gini klo berani diluar sekolahan aja yuk dibawah ya ada chat dari anak gue lagi lu yg anak anjing,harus diliat dari arah sih sering bgt nih kejadian ada orgtua murid yg lapor klo anaknya dibully tp klo di selidik lagi gak akan ada asap klo gk ada api kejadia di anak gue sendiri ada orgtua murid yg masih kelas sama anakku japri ke gue klo anak gue udh ngatain dan ngancem via wa dikirim ss chat anak gue sama anak dia gk jelas yg jelas ada chat anak gue gini klo berani diluar sekolahan aja yuk dibawah ya ada chat dari anak gue lagi lu yg anak anjing,"['harus', 'diliat', 'dari', 'arah', 'sih', 'sering', 'bgt', 'nih', 'kejadian', 'ada', 'orgtua', 'murid', 'yg', 'lapor', 'klo', 'anaknya', 'dibully', 'tp', 'klo', 'di', 'selidik', 'lagi', 'gak', 'akan', 'ada', 'asap', 'klo', 'gk', 'ada', 'api', 'kejadia', 'di', 'anak', 'gue', 'sendiri', 'ada', 'orgtua', 'murid', 'yg', 'masih', 'kelas', 'sama', 'anakku', 'japri', 'ke', 'gue', 'klo', 'anak', 'gue', 'udh', 'ngatain', 'dan', 'ngancem', 'via', 'wa', 'dikirim', 'ss', 'chat', 'anak', 'gue', 'sama', 'anak', 'dia', 'gk', 'jelas', 'yg', 'jelas', 'ada', 'chat', 'anak', 'gue', 'gini', 'klo', 'berani', 'diluar', 'sekolahan', 'aja', 'yuk', 'dibawah', 'ya', 'ada', 'chat', 'dari', 'anak', 'gue', 'lagi', 'lu', 'yg', 'anak', 'anjing']","['harus', 'diliat', 'dari', 'arah', 'sih', 'sering', 'banget', 'ini', 'kejadian', 'ada', 'orgtua', 'murid', 'yang', 'lapor', 'kalau', 'anaknya', 'dibully', 'tapi', 'kalau', 'di', 'selidik', 'lagi', 'enggak', 'akan', 'ada', 'asap', 'kalau', 'enggak', 'ada', 'api', 'kejadia', 'di', 'anak', 'aku', 'sendiri', 'ada', 'orgtua', 'murid', 'yang', 'masih', 'kelas', 'sama', 'anakku', 'japri', 'ke', 'aku', 'kalau', 'anak', 'aku', 'udh', 'ngatain', 'dan', 'ngancem', 'via', 'wa', 'dikirim', 'ss', 'chat', 'anak', 'aku', 'sama', 'anak', 'dia', 'enggak', 'jelas', 'yang', 'jelas', 'ada', 'chat', 'anak', 'aku', 'gini', 'kalau', 'berani', 'diluar', 'sekolahan', 'aja', 'ayo', 'dibawah', 'ya', 'ada', 'chat', 'dari', 'anak', 'aku', 'lagi', 'kamu', 'yang', 'anak', 'anjing']","['diliat', 'arah', 'sih', 'banget', 'kejadian', 'orgtua', 'murid', 'lapor', 'anaknya', 'dibully', 'selidik', 'asap', 'api', 'kejadia', 'anak', 'orgtua', 'murid', 'kelas', 'anakku', 'japri', 'anak', 'udh', 'ngatain', 'ngancem', 'via', 'wa', 'dikirim', 'ss', 'chat', 'anak', 'anak', 'chat', 'anak', 'gini', 'berani', 'diluar', 'sekolahan', 'aja', 'ayo', 'dibawah', 'ya', 'chat', 'anak', 'anak', 'anjing']","['liat', 'arah', 'sih', 'banget', 'jadi', 'orgtua', 'murid', 'lapor', 'anak', 'dibully', 'selidik', 'asap', 'api', 'kejadia', 'anak', 'orgtua', 'murid', 'kelas', 'anak', 'japri', 'anak', 'udh', 'ngatain', 'ngancem', 'via', 'wa', 'kirim', 'ss', 'chat', 'anak', 'anak', 'chat', 'anak', 'gin', 'berani', 'luar', 'sekolah', 'aja', 'ayo', 'bawah', 'ya', 'chat', 'anak', 'anak', 'anjing']",liat arah sih banget jadi orgtua murid lapor anak dibully selidik asap api kejadia anak orgtua murid kelas anak japri anak udh ngatain ngancem via wa kirim ss chat anak anak chat anak gin berani luar sekolah aja ayo bawah ya chat anak anak anjing
Anak pincent mulu yang laen pada gak punya bapak?,Anak pincent mulu yang laen pada gak punya bapak,anak pincent mulu yang laen pada gak punya bapak,"['anak', 'pincent', 'mulu', 'yang', 'laen', 'pada', 'gak', 'punya', 'bapak']","['anak', 'pincent', 'mulu', 'yang', 'lain', 'pada', 'enggak', 'punya', 'bapak']","['anak', 'pincent', 'mulu']","['anak', 'pincent', 'mulu']",anak pincent mulu
"ga peduli anak siapa, pokoknya hukum semua anak yg terlibat!!",ga peduli anak siapa pokoknya hukum semua anak yg terlibat,ga peduli anak siapa pokoknya hukum semua anak yg terlibat,"['ga', 'peduli', 'anak', 'siapa', 'pokoknya', 'hukum', 'semua', 'anak', 'yg', 'terlibat']","['enggak', 'peduli', 'anak', 'siapa', 'pokoknya', 'hukum', 'semua', 'anak', 'yang', 'terlibat']","['peduli', 'anak', 'pokoknya', 'hukum', 'anak', 'terlibat']","['peduli', 'anak', 'pokok', 'hukum', 'anak', 'libat']",peduli anak pokok hukum anak libat
"Terlepas anak artis atau bukan, proses hukum harus berjalan, harus ada hukuman, buat jadi contoh....",Terlepas anak artis atau bukan proses hukum harus berjalan harus ada hukuman buat jadi contoh,terlepas anak artis atau bukan proses hukum harus berjalan harus ada hukuman buat jadi contoh,"['terlepas', 'anak', 'artis', 'atau', 'bukan', 'proses', 'hukum', 'harus', 'berjalan', 'harus', 'ada', 'hukuman', 'buat', 'jadi', 'contoh']","['terlepas', 'anak', 'artis', 'atau', 'bukan', 'proses', 'hukum', 'harus', 'berjalan', 'harus', 'ada', 'hukuman', 'buat', 'jadi', 'contoh']","['terlepas', 'anak', 'artis', 'proses', 'hukum', 'berjalan', 'hukuman', 'contoh']","['lepas', 'anak', 'artis', 'proses', 'hukum', 'jalan', 'hukum', 'contoh']",lepas anak artis proses hukum jalan hukum contoh
Kenapa hanya Vincent yg di Up? Orang tua lainnya krn gak artis trus tidak di cover? Coba lah pemberitaannya lebih fair. Sukanya kok nge framed org tertentu aja.,Kenapa hanya Vincent yg di Up Orang tua lainnya krn gak artis trus tidak di cover Coba lah pemberitaannya lebih fair Sukanya kok nge framed org tertentu aja,kenapa hanya vincent yg di up orang tua lainnya krn gak artis trus tidak di cover coba lah pemberitaannya lebih fair sukanya kok nge framed org tertentu aja,"['kenapa', 'hanya', 'vincent', 'yg', 'di', 'up', 'orang', 'tua', 'lainnya', 'krn', 'gak', 'artis', 'trus', 'tidak', 'di', 'cover', 'coba', 'lah', 'pemberitaannya', 'lebih', 'fair', 'sukanya', 'kok', 'nge', 'framed', 'org', 'tertentu', 'aja']","['kenapa', 'hanya', 'vincent', 'yang', 'di', 'up', 'orang', 'tua', 'lainnya', 'karena', 'enggak', 'artis', 'terus', 'tidak', 'di', 'cover', 'coba', 'lah', 'pemberitaannya', 'lebih', 'fair', 'sukanya', 'kok', 'nge', 'framed', 'orang', 'tertentu', 'aja']","['vincent', 'up', 'orang', 'tua', 'artis', 'cover', 'coba', 'pemberitaannya', 'fair', 'sukanya', 'nge', 'framed', 'orang', 'aja']","['vincent', 'up', 'orang', 'tua', 'artis', 'cover', 'coba', 'berita', 'fair', 'suka', 'nge', 'framed', 'orang', 'aja']",vincent up orang tua artis cover coba berita fair suka nge framed orang aja
Yg di up jgn cm vincent dong usut jg yg lain anaknya siapa. .gini amat beritanya,Yg di up jgn cm vincent dong usut jg yg lain anaknya siapa gini amat beritanya,yg di up jgn cm vincent dong usut jg yg lain anaknya siapa gini amat beritanya,"['yg', 'di', 'up', 'jgn', 'cm', 'vincent', 'dong', 'usut', 'jg', 'yg', 'lain', 'anaknya', 'siapa', 'gini', 'amat', 'beritanya']","['yang', 'di', 'up', 'jangan', 'cuma', 'vincent', 'dong', 'usut', 'juga', 'yang', 'lain', 'anaknya', 'siapa', 'gini', 'amat', 'beritanya']","['up', 'vincent', 'usut', 'anaknya', 'gini', 'beritanya']","['up', 'vincent', 'usut', 'anak', 'gin', 'berita']",up vincent usut anak gin berita
Sanksi sekolah jika terbukti terlibat menutupi kasus,Sanksi sekolah jika terbukti terlibat menutupi kasus,sanksi sekolah jika terbukti terlibat menutupi kasus,"['sanksi', 'sekolah', 'jika', 'terbukti', 'terlibat', 'menutupi', 'kasus']","['sanksi', 'sekolah', 'jika', 'terbukti', 'terlibat', 'menutupi', 'kasus']","['sanksi', 'sekolah', 'terbukti', 'terlibat', 'menutupi']","['sanksi', 'sekolah', 'bukti', 'libat', 'tutup']",sanksi sekolah bukti libat tutup
Anak silver spoon ckckck ada ada ajaa,Anak silver spoon ckckck ada ada ajaa,anak silver spoon ckckck ada ada ajaa,"['anak', 'silver', 'spoon', 'ckckck', 'ada', 'ada', 'ajaa']","['anak', 'silver', 'spoon', 'ckckck', 'ada', 'ada', 'ajaa']","['anak', 'silver', 'spoon', 'ckckck', 'ajaa']","['anak', 'silver', 'spoon', 'ckckck', 'ajaa']",anak silver spoon ckckck ajaa
